time_period,time_identifier,geographic_level,country_code,country_name,sex,subject_name,inst_type,provider_name,ukprn,xinstc01,inst_region,current_region,grads_1YAG,unmatched_percent_1YAG,overseas_percent_1YAG,matched_1YAG,activity_not_captured_1YAG,no_sust_dest_1YAG,sust_emp_only_1YAG,sust_emp_with_or_without_fs_1YAG,sust_emp_fs_or_both_1YAG,grads_3YAG,unmatched_percent_3YAG,overseas_percent_3YAG,matched_3YAG,activity_not_captured_3YAG,no_sust_dest_3YAG,sust_emp_only_3YAG,sust_emp_with_or_without_fs_3YAG,sust_emp_fs_or_both_3YAG,grads_5YAG,unmatched_percent_5YAG,overseas_percent_5YAG,matched_5YAG,activity_not_captured_5YAG,no_sust_dest_5YAG,sust_emp_only_5YAG,sust_emp_with_or_without_fs_5YAG,sust_emp_fs_or_both_5YAG,PAYE_earnings_include_1YAG,PAYE_earnings_LQ_1YAG,PAYE_earnings_median_1YAG,PAYE_earnings_UQ_1YAG,PAYE_earnings_include_3YAG,PAYE_earnings_LQ_3YAG,PAYE_earnings_median_3YAG,PAYE_earnings_UQ_3YAG,PAYE_earnings_include_5YAG,PAYE_earnings_LQ_5YAG,PAYE_earnings_median_5YAG,PAYE_earnings_UQ_5YAG,total_earnings_include_1YAG,total_earnings_LQ_1YAG,total_earnings_median_1YAG,total_earnings_UQ_1YAG,total_earnings_include_3YAG,total_earnings_LQ_3YAG,total_earnings_median_3YAG,total_earnings_UQ_3YAG,total_earnings_include_5YAG,total_earnings_LQ_5YAG,total_earnings_median_5YAG,total_earnings_UQ_5YAG,POLAR_num_included_1YAG,POLAR_percent_1YAG,POLAR_num_included_3YAG,POLAR_percent_3YAG,POLAR_num_included_5YAG,POLAR_percent_5YAG,PA_num_included_1YAG,PA_median_1YAG,PA_num_included_3YAG,PA_median_3YAG,PA_num_included_5YAG,PA_median_5YAG,PA_rank_1YAG,PA_rank_3YAG,PA_rank_5YAG,PA_band_1YAG,PA_band_3YAG,PA_band_5YAG,POLAR_include_percent_1YAG,POLAR_include_percent_3YAG,POLAR_include_percent_5YAG,PA_include_percent_1YAG,PA_include_percent_3YAG,PA_include_percent_5YAG
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Kent,10007150,England,South East,All,20,0,0,20,14.6,14.6,56.3,65,70.9,20,0,0,20,4.2,17.7,58,78.2,78.2,15,3.3,10,15,3.8,7.7,76.9,84.6,88.5,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,5.2,15,4.2,5,0,5,320,10,310,5,300,0,0.1,0.1,1,1,1,36.9,60.5,34.6,22.3,28.6,19.2
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Leeds,10007795,England,Yorkshire and the Humber,All,15,3.6,0,15,7.4,3.7,70.4,77.8,88.9,25,0,2.4,25,9.8,2.4,73.2,87.8,87.8,20,0,0,20,13.9,2.8,69.4,80.6,83.3,c,c,c,c,15,24800,27700,31800,15,26600,32800,37000,c,c,c,c,15,24800,27700,31800,15,26600,32800,37000,15,4,20,0,20,9.1,15,320,20,320,15,300,0,0.1,0.1,1,1,1,92.6,95.1,91.7,88.9,75.6,80.6
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Lincoln,10007151,England,East Midlands,All,50,0,0,50,0,2.2,58.7,87,97.8,95,0,1.1,90,13.3,4.4,66.7,78.9,82.2,75,1.4,0,70,5.7,4.3,74.3,88.6,90,25,12400,15700,19700,60,13900,16800,24100,55,15700,22300,27400,30,12400,15700,19700,60,13100,16800,24200,55,15700,22300,27400,45,18.6,80,16.7,65,13.8,25,250,55,240,55,240,0.3,0.3,0.3,2,2,2,93.5,86.7,92.9,52.2,60,75.7
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Liverpool,10006842,England,North West,All,20,0,0,20,0,5.9,41.2,70.6,94.1,20,0,0,20,0,10.5,21.1,68.4,89.5,20,0,0,20,5,5,60,80,90,c,c,c,c,c,c,c,c,15,23400,29900,34300,c,c,c,c,c,c,c,c,15,23400,29900,34300,20,0,20,10.5,20,5,15,320,20,320,20,330,0,0.1,0,1,1,1,100,100,100,70.6,94.7,80
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Northampton,10007138,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,0,0,15,7.7,0,92.3,92.3,92.3,c,c,c,c,c,c,c,c,15,8800,16400,23700,c,c,c,c,c,c,c,c,15,10200,16400,23700,c,c,c,c,15,18.2,c,c,c,c,10,220,c,c,0.5,c,c,2,c,c,84.6,c,c,69.2
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Reading,10007802,England,South East,All,55,0,0,55,2.9,14.7,67.6,80.4,82.4,55,0,0,55,10.6,6.7,73.1,78.8,82.7,50,0,0,50,3.3,5.5,69.2,85.7,91.2,35,19700,23000,25600,40,16400,24100,29200,35,23000,27000,36500,35,19000,23000,25600,40,16400,24100,29200,35,23000,27000,36500,50,8.5,45,6.9,45,14.6,35,280,40,300,40,280,0.2,0.2,0.1,1,1,1,92.2,83.7,97.8,67.6,72.1,84.6
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Stirling,10007804,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Surrey,10007160,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University College Birmingham,10000712,England,West Midlands,All,45,0,0,45,4.9,9.8,78,82.9,85.4,25,0,0,25,4.8,0,90.5,95.2,95.2,30,7.7,0,25,12.5,8.3,70.8,75,79.2,35,16600,20300,23500,20,13500,19300,23400,20,19300,23700,28500,35,16600,20300,23500,20,13500,19300,23400,20,19300,23700,28500,30,7.1,20,17.6,15,21.4,20,230,20,210,10,250,0.5,0.7,0.2,2,2,1,68.3,81,58.3,48.8,76.2,41.7
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Abertay Dundee,10007849,Scotland,Scotland,All,45,2.4,0,40,5,0,37.5,90,95,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,17200,19300,21900,c,c,c,c,c,c,c,c,15,17200,19300,21900,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Bedfordshire,10007152,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Chester,10007848,England,North West,All,105,0,0,105,3.8,8.7,76.3,86.1,87.5,65,0,0,65,4.7,4.7,77.6,90.6,90.6,55,0,0,55,5.5,7.9,78.8,86.7,86.7,80,10600,12800,16800,50,15000,17200,20800,45,13100,17500,21900,80,10600,13500,16800,50,13900,16800,20800,45,13100,17500,21900,75,15.8,55,18.1,45,15.5,35,260,30,240,30,220,0.2,0.3,0.5,1,2,2,71.2,80.7,80,30.4,43.7,47.3
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Cumbria,10007842,England,North West,All,c,c,c,c,c,c,c,c,c,25,0,2.4,20,0,12.5,55,75,87.5,20,0,0,20,10.3,7.7,69.2,76.9,82.1,c,c,c,c,15,10600,12800,17200,c,c,c,c,c,c,c,c,15,10600,12900,17200,c,c,c,c,c,c,20,12.9,15,12.5,c,c,15,240,10,240,c,0.3,0.3,c,2,2,c,77.5,61.5,c,67.5,41
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Newcastle-upon-Tyne,10007799,England,North East,All,30,0,0,30,3.8,3.8,75,86.5,92.3,20,0,0,20,6.2,6.2,75,87.5,87.5,25,0,0,25,4.8,4.8,76.2,85.7,90.5,20,13900,20400,24800,15,15500,25400,34700,15,23400,30300,34700,20,13900,20400,24800,15,19300,28800,37200,15,23400,30300,34700,30,7.7,20,0,20,20,20,300,15,320,15,260,0.1,0.1,0.2,1,1,1,100,100,95.2,75,68.8,71.4
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Northumbria at Newcastle,10001282,England,North East,All,15,0,0,15,0,15.4,69.2,76.9,84.6,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,0,c,c,c,c,15,260,c,c,c,c,0.2,c,c,1,c,c,100,c,c,84.6,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Nottingham,10007154,England,East Midlands,All,55,0,0,55,1.9,4.9,49.5,66,93.2,55,0,0,55,5.6,0,68.7,85,94.4,55,0,0.9,55,0,6.5,69.4,88,93.5,30,14200,22300,25600,40,22300,25600,27400,40,21200,24800,30700,30,14200,22300,25600,40,22300,25600,27400,40,21200,24800,30300,50,7.2,55,9.4,55,12.3,45,320,50,320,50,300,0,0.1,0.1,1,1,1,94.2,100,98.1,79.6,87.5,92.6
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Plymouth,10007801,England,South West,All,35,0,0,35,0,9.7,77.4,87.1,90.3,65,1.5,0,65,6.2,4.7,75,87.5,89.1,90,2.3,4.5,85,6.1,6.1,82.9,86.6,87.8,25,13500,16100,17700,45,14100,16400,19000,60,13100,17300,23000,25,13500,16100,17700,45,14200,16500,19000,60,11600,17200,23100,20,11.1,45,22.7,50,22.9,15,260,25,260,35,240,0.2,0.2,0.3,1,1,2,58.1,68.8,58.5,48.4,37.5,37.8
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of South Wales,10007793,Wales,Wales,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of the Highlands and Islands,10007114,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,15,0,0,15,7.7,0,76.9,92.3,92.3,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,"University of the West of England, Bristol",10007164,England,South West,All,c,c,c,c,c,c,c,c,c,130,0,0.8,130,5.7,6,69.3,84,88.4,95,2.2,0,90,8.2,3.6,69,86,88.2,c,c,c,c,80,15300,18200,23400,60,16100,20100,25700,c,c,c,c,85,14700,18200,22600,60,15700,19700,25600,c,c,100,12.2,70,12.3,c,c,70,240,55,220,c,0.3,0.5,c,2,2,c,78,75.9,c,52.1,59.8
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Wales Trinity Saint David,10007858,Wales,Wales,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,University of Worcester,10007139,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,0,0,15,9.1,0,72.7,81.8,90.9,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,0,c,c,c,c,5,110,c,c,1,c,c,3,c,c,27.3,c,c,18.2
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Writtle College,10007657,England,East of England,All,75,0,0,75,5.6,5.6,67.6,81.7,88.7,125,2.4,0.8,120,5.9,5,77.3,85.7,89.1,85,4.8,0,80,8.8,3.8,80,86.2,87.5,45,10500,15900,17600,80,15700,19300,24100,55,16400,19000,24800,50,10200,15500,17500,85,15700,18400,23500,65,11700,18300,24100,60,16.1,90,14.6,60,12.5,35,200,55,220,25,220,0.7,0.5,0.5,2,2,2,78.9,74.8,70,45.1,45.4,31.2
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,BPP University Limited,10031982,England,London,All,25,8.7,4.3,20,0,0,95,100,100,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,12300,20000,26200,c,c,c,c,c,c,c,c,5,0,c,c,c,c,5,240,c,c,c,c,0.5,c,c,2,c,c,10,c,c,10,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,CWR,10007361,England,South East,All,15,0,0,15,15.4,0,76.9,84.6,84.6,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,International College of Oriental Medicine (U.K.) Limited(The),10023445,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,Matrix College of Counselling and Psychotherapy Ltd,10023453,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,Northern College of Acupuncture,10004740,England,Yorkshire and the Humber,All,20,0,0,20,0,5.6,83.3,94.4,94.4,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,Sherwood Counselling & Psychotherapy Limited,10053279,England,East Midlands,All,25,4.8,0,20,5,5,75,85,90,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,12000,16400,24500,c,c,c,c,c,c,c,c,15,14200,16400,24500,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,The College of Integrated Chinese Medicine,10001546,England,South East,All,55,3.8,0,55,9.8,11.8,78.4,78.4,78.4,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,6600,9700,15200,c,c,c,c,c,c,c,c,30,6600,10000,18600,c,c,c,c,c,c,c,c,5,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,2,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Alternative Provider,The Metanoia Institute,10004320,England,London,All,20,10.5,0,20,17.6,11.8,70.6,70.6,70.6,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Accrington and Rossendale College,10000093,England,North West,All,c,c,c,c,c,c,c,c,c,15,4.2,0,15,8.7,4.3,69.6,87,87,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,0,c,c,c,c,0,280,c,c,c,0.3,c,c,2,c,c,4.3,c,c,0,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Birmingham Metropolitan College,10006442,England,West Midlands,All,c,c,c,c,c,c,c,c,c,20,0,0,20,0,0,81.2,93.8,100,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,0,c,c,c,c,5,260,c,c,c,0.4,c,c,2,c,c,18.8,c,c,6.2,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Blackpool and the Fylde College,10000754,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Bradford College,10000840,England,Yorkshire and the Humber,All,60,0,0,60,5.4,8.9,64.3,82.1,85.7,65,1.6,0,60,8.3,1.7,73.3,86.7,90,40,0,0,40,13.9,13.9,55.6,72.2,72.2,35,11700,14200,19000,45,9100,16400,21200,20,13500,17500,20800,40,11300,14100,17100,45,8900,16200,21200,20,13500,17500,20800,25,9.5,35,17.1,15,0,15,200,30,130,10,140,0.8,0.9,0.9,3,3,3,37.5,58.3,41.7,23.2,43.3,25
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Chesterfield College,10001378,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,City of Bristol College,10001467,England,South West,All,c,c,c,c,c,c,c,c,c,25,0,0,25,0,0,4.5,86.4,100,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,50,c,c,c,c,5,180,c,c,c,0.8,c,c,3,c,c,27.3,c,c,22.7,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Colchester Institute,10001535,England,East of England,All,30,0,0,30,7.4,0,63,88.9,92.6,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,8000,12800,17900,c,c,c,c,c,c,c,c,20,8000,13500,17600,c,c,c,c,c,c,c,c,5,0,c,c,c,c,5,80,c,c,c,c,1,c,c,3,c,c,3.7,c,c,3.7,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Cornwall College,10001696,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Croydon College,10001778,England,London,All,35,0,0,35,5.9,11.8,61.8,82.4,82.4,20,0,0,20,10,5,60,75,85,c,c,c,c,c,c,c,c,c,20,9100,16400,22600,15,9800,15700,24200,c,c,c,c,20,9100,16400,22600,15,9800,15700,24200,c,c,c,c,5,0,0,0,c,c,5,100,0,100,c,c,1,1,c,3,3,c,2.9,0,c,2.9,0,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Eastleigh College,10002143,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Exeter College,10002370,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Grimsby Institute of Further and Higher Education,10007938,England,Yorkshire and the Humber,All,35,3.2,0,30,3.3,10,76.7,86.7,86.7,40,0,0,40,0,5.3,76.3,84.2,94.7,40,2.5,0,40,7.7,5.1,74.4,87.2,87.2,20,11100,13000,17600,30,11700,16400,20400,25,12000,15000,18600,25,11300,12800,17500,30,11400,16400,20400,30,12000,14800,18600,5,0,5,0,5,0,5,168,5,240,5,156.6666667,0.9,0.5,0.9,3,2,3,6.7,13.2,10.3,3.3,10.5,5.1
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Guildford College of Further and Higher Education,10002815,England,South East,All,20,0,0,20,16.7,5.6,72.2,77.8,77.8,15,0,7.1,15,0,0,100,100,100,20,0,0,20,6.2,0,93.8,93.8,93.8,c,c,c,c,c,c,c,c,c,c,c,c,15,3100,15100,21500,c,c,c,c,15,16900,20200,27800,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Havering College of Further and Higher Education,10002935,England,London,All,c,c,c,c,c,c,c,c,c,15,0,0,15,0,21.4,75,78.6,78.6,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Henley College Coventry,10003010,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Kingston College,10003674,England,London,All,20,0,0,20,6.2,0,87.5,93.8,93.8,20,0,5.9,20,0,6.2,93.8,93.8,93.8,15,0,0,15,7.7,0,92.3,92.3,92.3,15,8000,14600,20100,15,6900,17500,32800,c,c,c,c,15,8000,11700,20100,15,12200,16400,29000,c,c,c,c,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Lincoln College,10003928,England,East Midlands,All,15,7.7,0,15,25,0,75,75,75,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Moulton College,10004442,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,NCG,10004599,England,North East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,NCG,10004599,England,North West,All,25,0,0,25,2.3,4.7,55.8,83.7,93,55,0,0,55,9.3,3.7,70.4,83.3,87,c,c,c,c,c,c,c,c,c,c,c,c,c,35,15000,18200,21900,c,c,c,c,15,8500,11300,13100,40,13700,18100,21900,c,c,c,c,5,33.3,10,0,c,c,5,240,10,120,c,c,0.5,0.9,c,2,3,c,14,18.5,c,4.7,11.1,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,New College Durham,10004576,England,North East,All,25,0,0,25,0,19,71.4,81,81,20,0,0,20,16.7,0,55.6,83.3,83.3,55,1.9,7.5,50,20.8,6.2,68.8,72.9,72.9,15,16400,20400,20800,c,c,c,c,25,18200,22400,25200,15,17500,20400,20800,c,c,c,c,30,15200,21900,24900,5,0,5,0,5,0,5,235,5,220,5,220,0.6,0.7,0.6,2,2,2,19,22.2,8.3,19,16.7,6.2
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,Newham College of Further Education,10004607,England,London,All,35,0,0,35,12.9,19.4,61.3,64.5,67.7,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,9800,11500,21000,c,c,c,c,c,c,c,c,20,8400,11000,19700,c,c,c,c,c,c,c,c,5,0,c,c,c,c,5,120,c,c,c,c,0.9,c,c,3,c,c,6.5,c,c,3.2,c,c
201718,Tax year,National,K03000001,Great Britain,Female,Allied health,Further Education College,North East Surrey College of Technology (NESCOT),10004686,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
