sex,subject,stem,provider,ukprn,region,yag,paye,polar,pa
Male,Nursing and midwifery,STEM,Edinburgh Napier University,10007772,Scotland,3,29000,0,244.2776253
Male,Nursing and midwifery,STEM,Glasgow Caledonian University,10007762,Scotland,3,29400,0,244.2776253
Male,Nursing and midwifery,STEM,King's College London,10003645,London,3,33200,28.6,341.7156863
Male,Nursing and midwifery,STEM,London South Bank University,10004078,London,3,30700,30,189.0095785
Male,Nursing and midwifery,STEM,Middlesex University,10004351,London,3,36000,0,198.25
Male,Nursing and midwifery,STEM,Teesside University,10007161,North East,3,31900,66.7,211.9965278
Male,Nursing and midwifery,STEM,The City University,10001478,London,3,37600,0,288.6111111
Male,Nursing and midwifery,STEM,The University of Central Lancashire,10007141,North West,3,30300,0,230.8014184
Male,Nursing and midwifery,STEM,The University of Dundee,10007852,Scotland,3,28100,0,244.2776253
Male,Nursing and midwifery,STEM,The University of Greenwich,10007146,London,3,32500,0,214.4489612
Male,Nursing and midwifery,STEM,The University of Manchester,10007798,North West,3,27000,42.9,329.2063492
Male,Nursing and midwifery,STEM,The University of Salford,10007156,North West,3,30700,0,241.494152
Male,Nursing and midwifery,STEM,The University of Stirling,10007804,Scotland,3,27000,0,244.2776253
Male,Nursing and midwifery,STEM,The University of the West of Scotland,10007800,Scotland,3,29900,0,244.2776253
Male,Nursing and midwifery,STEM,The University of West London,10006566,London,3,36000,0,192.4845679
Male,Nursing and midwifery,STEM,The University of Wolverhampton,10007166,West Midlands,3,29900,100,185.9009009
Male,Nursing and midwifery,STEM,University of Northumbria at Newcastle,10001282,North East,3,32800,100,260.4365079
Male,Nursing and midwifery,STEM,University of Nottingham,10007154,East Midlands,3,30300,25,330.3773585
Male,Nursing and midwifery,STEM,University of South Wales,10007793,Wales,3,31000,0,244.2776253
Male,Nursing and midwifery,STEM,"University of the West of England, Bristol",10007164,South West,3,28100,0,244.3617021
Male,Performing arts,Non-STEM,Greater Brighton Metropolitan College,10004736,South East,3,18200,47.1,185.1388889
Male,Performing arts,Non-STEM,Anglia Ruskin University,10000291,East of England,3,15000,14.1,213.9780702
Male,Performing arts,Non-STEM,Bath Spa University,10000571,South West,3,15300,14,249.6825397
Male,Performing arts,Non-STEM,Birmingham City University,10007140,West Midlands,3,15700,13.4,237.5448029
Male,Performing arts,Non-STEM,Brunel University London,10000961,London,3,22600,12.5,271.2091503
Male,Performing arts,Non-STEM,Buckinghamshire New University,10000975,South East,3,19700,11.5,191.0277778
Male,Performing arts,Non-STEM,Canterbury Christ Church University,10001143,South East,3,19000,18.5,215.745614
Male,Performing arts,Non-STEM,Conservatoire for Dance and Drama,10001653,London,3,12600,10.3,275
Male,Performing arts,Non-STEM,Coventry University,10001726,West Midlands,3,17900,13,231.25
Male,Performing arts,Non-STEM,De Montfort University,10001883,East Midlands,3,18200,18.2,228.1944444
Male,Performing arts,Non-STEM,Edge Hill University,10007823,North West,3,15900,10.3,212.7037037
Male,Performing arts,Non-STEM,Edinburgh Napier University,10007772,Scotland,3,14200,0,244.2776253
Male,Performing arts,Non-STEM,Falmouth University,10008640,South West,3,16400,10.3,248.3333333
Male,Performing arts,Non-STEM,Goldsmiths College,10002718,London,3,21500,0,276.7916667
Male,Performing arts,Non-STEM,Guildhall School of Music and Drama,10007825,London,3,8000,9.2,295
Male,Performing arts,Non-STEM,Kingston University,10003678,London,3,18200,17.5,226.2954545
Male,Performing arts,Non-STEM,Liverpool Hope University,10003956,North West,3,21500,13.2,221.8070175
Male,Performing arts,Non-STEM,Liverpool John Moores University,10003957,North West,3,16100,13.3,236.3049096
Male,Performing arts,Non-STEM,London South Bank University,10004078,London,3,20800,25,189.0095785
Male,Performing arts,Non-STEM,Middlesex University,10004351,London,3,17300,17.2,198.25
Male,Performing arts,Non-STEM,Rose Bruford College,10005523,London,3,15300,15.6,251.6666667
Male,Performing arts,Non-STEM,Royal Conservatoire of Scotland,10005561,Scotland,3,8400,0,244.2776253
Male,Performing arts,Non-STEM,Royal Holloway and Bedford New College,10005553,South East,3,20100,20.4,307.9012346
Male,Performing arts,Non-STEM,Southampton Solent University,10006022,South East,3,18200,12.4,204.0800866
Male,Performing arts,Non-STEM,The Liverpool Institute for Performing Arts,10003945,North West,3,18100,2.6,256.6666667
Male,Performing arts,Non-STEM,The Manchester Metropolitan University,10004180,North West,3,16400,14,240.9294872
Male,Performing arts,Non-STEM,The Royal Central School of Speech and Drama,10007816,London,3,23000,4.8,293.3333333
Male,Performing arts,Non-STEM,The University of Bristol,10007786,South West,3,19300,3.4,354.7619048
Male,Performing arts,Non-STEM,The University of Central Lancashire,10007141,North West,3,16800,10.1,230.8014184
Male,Performing arts,Non-STEM,The University of Chichester,10007137,South East,3,14600,14.8,228.125
Male,Performing arts,Non-STEM,The University of East London,10007144,London,3,17900,16.9,182.2569444
Male,Performing arts,Non-STEM,The University of Essex,10007791,East of England,3,13900,19,258.2258065
Male,Performing arts,Non-STEM,The University of Exeter,10007792,South West,3,16800,0,340.4273504
Male,Performing arts,Non-STEM,The University of Greenwich,10007146,London,3,11300,16,214.4489612
Male,Performing arts,Non-STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,3,17500,10.4,236.1315789
Male,Performing arts,Non-STEM,The University of Hull,10007149,Yorkshire and the Humber,3,16100,20.6,259.7435897
Male,Performing arts,Non-STEM,The University of Keele,10007767,West Midlands,3,19700,17.2,276.372549
Male,Performing arts,Non-STEM,The University of Kent,10007150,South East,3,20100,12.4,275.4166667
Male,Performing arts,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,21500,1.9,326.5306122
Male,Performing arts,Non-STEM,The University of Lincoln,10007151,East Midlands,3,14800,22.7,242.1354167
Male,Performing arts,Non-STEM,The University of Liverpool,10006842,North West,3,18600,22.6,313.877551
Male,Performing arts,Non-STEM,The University of Manchester,10007798,North West,3,14400,7.4,329.2063492
Male,Performing arts,Non-STEM,The University of Northampton,10007138,East Midlands,3,17200,14.6,209.4444444
Male,Performing arts,Non-STEM,The University of Oxford,10007774,South East,3,24300,0,360
Male,Performing arts,Non-STEM,The University of Salford,10007156,North West,3,17200,15.1,241.494152
Male,Performing arts,Non-STEM,The University of Sunderland,10007159,North East,3,17900,3.3,212.6979167
Male,Performing arts,Non-STEM,The University of Surrey,10007160,South East,3,20100,10.7,311.7333333
Male,Performing arts,Non-STEM,The University of the West of Scotland,10007800,Scotland,3,16400,0,244.2776253
Male,Performing arts,Non-STEM,The University of West London,10006566,London,3,20600,12.9,192.4845679
Male,Performing arts,Non-STEM,The University of Westminster,10007165,London,3,22300,11.4,244.1935484
Male,Performing arts,Non-STEM,The University of Winchester,10003614,South East,3,16800,18.2,241.6666667
Male,Performing arts,Non-STEM,The University of Wolverhampton,10007166,West Midlands,3,17500,20.3,185.9009009
Male,Performing arts,Non-STEM,The University of York,10007167,Yorkshire and the Humber,3,21200,6.8,331.2280702
Male,Performing arts,Non-STEM,Trinity Laban Conservatoire of Music and Dance,10008017,London,3,9100,5.4,280
Male,Performing arts,Non-STEM,University of Bedfordshire,10007152,East of England,3,16100,13.8,180.4520635
Male,Performing arts,Non-STEM,University of Cumbria,10007842,North West,3,16200,16.7,214.6135266
Male,Performing arts,Non-STEM,University of Derby,10007851,East Midlands,3,18200,14.9,208.3472222
Male,Performing arts,Non-STEM,University of Gloucestershire,10007145,South West,3,19900,16.7,231.4455782
Male,Performing arts,Non-STEM,University of Hertfordshire,10007147,East of England,3,20800,9.7,238.375
Male,Performing arts,Non-STEM,University of Plymouth,10007801,South West,3,17300,21.4,247.3863636
Male,Performing arts,Non-STEM,University of South Wales,10007793,Wales,3,16800,8.6,244.2776253
Male,Performing arts,Non-STEM,"University of the Arts, London",10007162,London,3,16100,10.8,271.25
Male,Performing arts,Non-STEM,University of Wales Trinity Saint David,10007858,Wales,3,16800,11.1,244.2776253
Male,Performing arts,Non-STEM,York St John University,10007713,Yorkshire and the Humber,3,17300,3.9,234.047619
Male,"Pharmacology, toxicology and pharmacy",STEM,Aston University,10007759,West Midlands,3,26300,3.9,299.9275362
Male,"Pharmacology, toxicology and pharmacy",STEM,Cardiff University,10007814,Wales,3,38300,4.9,244.2776253
Male,"Pharmacology, toxicology and pharmacy",STEM,De Montfort University,10001883,East Midlands,3,24800,6,228.1944444
Male,"Pharmacology, toxicology and pharmacy",STEM,King's College London,10003645,London,3,31800,5.3,341.7156863
Male,"Pharmacology, toxicology and pharmacy",STEM,Kingston University,10003678,London,3,28500,13.3,226.2954545
Male,"Pharmacology, toxicology and pharmacy",STEM,Liverpool John Moores University,10003957,North West,3,30800,6.1,236.3049096
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Bath,10007850,South West,3,33600,8.2,348.0246914
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Bradford,10007785,Yorkshire and the Humber,3,23000,17.1,211.1309524
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Central Lancashire,10007141,North West,3,34300,4,230.8014184
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Greenwich,10007146,London,3,38000,15.2,214.4489612
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Manchester,10007798,North West,3,24500,7.8,329.2063492
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Portsmouth,10007155,South East,3,25600,12,250.6818182
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Reading,10007802,South East,3,28100,5,298.8288288
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Strathclyde,10007805,Scotland,3,33800,0,244.2776253
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Sunderland,10007159,North East,3,30700,4,212.6979167
Male,"Pharmacology, toxicology and pharmacy",STEM,The University of Wolverhampton,10007166,West Midlands,3,19900,5.4,185.9009009
Male,"Pharmacology, toxicology and pharmacy",STEM,University College London,10007784,London,3,30300,9.5,355.6666667
Male,"Pharmacology, toxicology and pharmacy",STEM,University of Hertfordshire,10007147,East of England,3,25200,2.9,238.375
Male,"Pharmacology, toxicology and pharmacy",STEM,University of Nottingham,10007154,East Midlands,3,32100,11.1,330.3773585
Male,Philosophy and religious studies,Non-STEM,Cardiff University,10007814,Wales,3,21200,9.5,244.2776253
Male,Philosophy and religious studies,Non-STEM,Heythrop College,10007765,London,3,22600,4.3,273.3333333
Male,Philosophy and religious studies,Non-STEM,King's College London,10003645,London,3,27000,8.6,341.7156863
Male,Philosophy and religious studies,Non-STEM,Oxford Brookes University,10004930,South East,3,21200,9.1,273.3194444
Male,Philosophy and religious studies,Non-STEM,The University of Birmingham,10006840,West Midlands,3,24100,9.8,330.0740741
Male,Philosophy and religious studies,Non-STEM,The University of Brighton,10000886,South East,3,23200,15.4,266.8121693
Male,Philosophy and religious studies,Non-STEM,The University of Bristol,10007786,South West,3,33200,10.7,354.7619048
Male,Philosophy and religious studies,Non-STEM,The University of East Anglia,10007789,East of England,3,21200,3.6,307.4119241
Male,Philosophy and religious studies,Non-STEM,The University of Edinburgh,10007790,Scotland,3,26600,0,244.2776253
Male,Philosophy and religious studies,Non-STEM,The University of Exeter,10007792,South West,3,26300,9.8,340.4273504
Male,Philosophy and religious studies,Non-STEM,The University of Kent,10007150,South East,3,19000,0,275.4166667
Male,Philosophy and religious studies,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,27400,4.1,326.5306122
Male,Philosophy and religious studies,Non-STEM,The University of Manchester,10007798,North West,3,24800,5.3,329.2063492
Male,Philosophy and religious studies,Non-STEM,The University of Oxford,10007774,South East,3,36500,4.3,360
Male,Philosophy and religious studies,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,3,24300,5.5,330.1666667
Male,Philosophy and religious studies,Non-STEM,The University of Southampton,10007158,South East,3,28500,15.2,328.1560284
Male,Philosophy and religious studies,Non-STEM,The University of Sussex,10007806,South East,3,19300,0,318.2905983
Male,Philosophy and religious studies,Non-STEM,The University of Warwick,10007163,West Midlands,3,29900,3.6,346.9444444
Male,Philosophy and religious studies,Non-STEM,The University of York,10007167,Yorkshire and the Humber,3,29200,4.9,331.2280702
Male,Philosophy and religious studies,Non-STEM,University of Durham,10007143,North East,3,29600,5.7,352.5
Male,Philosophy and religious studies,Non-STEM,University of Nottingham,10007154,East Midlands,3,24600,4,330.3773585
Male,Physics and astronomy,STEM,Aberystwyth University,10007856,Wales,3,20800,6.8,244.2776253
Male,Physics and astronomy,STEM,Cardiff University,10007814,Wales,3,28100,13,244.2776253
Male,Physics and astronomy,STEM,"Imperial College of Science, Technology and Medicine",10003270,London,3,32800,6,359.5833333
